Jogador,Equipa_CSV,Jogador_Sofascore,Equipa_Sofascore,Foto_Jogador_URL,Escudo_Clube_URL,Liga,Pais_Liga,Logo_Liga_URL,Match_Score,Qualidade_Match
E. Valencia,Tolima,Ever Valencia,Deportes Tolima,https://api.sofascore.com/api/v1/player/819152/image,https://api.sofascore.com/api/v1/team/6111/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
E. Valencia,Universidad Católica,Elías Valencia,Universidad Católica del Ecuador,https://api.sofascore.com/api/v1/player/1002422/image,https://api.sofascore.com/api/v1/team/21942/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
E. Valencia,Ñublense,Sebastián Valencia,Ñublense,https://api.sofascore.com/api/v1/player/863129/image,https://api.sofascore.com/api/v1/team/7029/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
E. Vargas,Audax Italiano,Matías Vargas,Audax Italiano U13,https://api.sofascore.com/api/v1/player/2368425/image,https://api.sofascore.com/api/v1/team/1145633/image,Copa Hermes Desio,Argentina Amateur,https://api.sofascore.com/api/v1/unique-tournament/24107/image,0.85,ALTA
É. Vega,Deportivo Cuenca,Edison Vega,Deportivo Cuenca,https://api.sofascore.com/api/v1/player/832468/image,https://api.sofascore.com/api/v1/team/5251/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
E. Velasco,Deportivo Pasto,Edwin Velasco,Deportivo Pasto,https://api.sofascore.com/api/v1/player/358144/image,https://api.sofascore.com/api/v1/team/6113/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
E. Velázquez,Danubio,Emiliano Velázquez,Danubio,https://api.sofascore.com/api/v1/player/155924/image,https://api.sofascore.com/api/v1/team/3228/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.94,ALTA
E. Viveros,Argentinos Juniors,Emiliano Viveros,Argentinos Juniors,https://api.sofascore.com/api/v1/player/1117022/image,https://api.sofascore.com/api/v1/team/3216/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
É. Wiemberg,Colo Colo,Erick Wiemberg,Colo-Colo,https://api.sofascore.com/api/v1/player/973993/image,https://api.sofascore.com/api/v1/team/3155/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.34,BAIXA_REVISAR
E. Zambrano,Orense,Erick Zambrano,Orense SC,https://api.sofascore.com/api/v1/player/1517847/image,https://api.sofascore.com/api/v1/team/277525/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
E. Zeballos,Boca Juniors,Exequiel Zeballos,Boca Juniors,https://api.sofascore.com/api/v1/player/1003011/image,https://api.sofascore.com/api/v1/team/3202/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
E. Zorrilla,Manta,Ervin Zorrilla,No team,https://api.sofascore.com/api/v1/player/1471250/image,https://api.sofascore.com/api/v1/team/241802/image,,,,0.34,BAIXA_REVISAR
E. Zúñiga,Delfin,Erick Zúñiga,Delfín,https://api.sofascore.com/api/v1/player/1473024/image,https://api.sofascore.com/api/v1/team/213638/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
Éberth,União Santarém,Eberth Araujo Nogueira,UD Santarém,https://api.sofascore.com/api/v1/player/1588326/image,https://api.sofascore.com/api/v1/team/324377/image,Liga 3,Portugal,https://api.sofascore.com/api/v1/unique-tournament/17101/image,0.62,MEDIA
Ebube,1º Dezembro,Ebube Lucas Nzomiwu,1º Dezembro,https://api.sofascore.com/api/v1/player/1589955/image,https://api.sofascore.com/api/v1/team/45144/image,Liga 3,Portugal,https://api.sofascore.com/api/v1/unique-tournament/17101/image,0.92,ALTA
Echaporã,São Bernardo FC,Echaporã,São Bernardo,https://api.sofascore.com/api/v1/player/981418/image,https://api.sofascore.com/api/v1/team/47504/image,Brasileirão Série B,Brazil,https://api.sofascore.com/api/v1/unique-tournament/390/image,0.91,ALTA
Edenílson,Grêmio,Adenilson Alves Pinto,Grêmio de Baía Formosa,https://api.sofascore.com/api/v1/player/2183309/image,https://api.sofascore.com/api/v1/team/1101143/image,Campeonato Formosense,Brazil Amateur,https://api.sofascore.com/api/v1/unique-tournament/27510/image,0.51,MEDIA
Edgar Bruno,Daegu,Edgar Bruno da Silva,Volta Redonda,https://api.sofascore.com/api/v1/player/1215100/image,https://api.sofascore.com/api/v1/team/6982/image,Brasileirão Série C,Brazil,https://api.sofascore.com/api/v1/unique-tournament/1281/image,0.34,BAIXA_REVISAR
Edílson,Paysandu,Edílson Júnior,Paysandu SC,https://api.sofascore.com/api/v1/player/993066/image,https://api.sofascore.com/api/v1/team/1997/image,Brasileirão Série C,Brazil,https://api.sofascore.com/api/v1/unique-tournament/1281/image,0.85,ALTA
Edison Hernández,Vinotinto de Ecuador,Edison Hernandez,Vinotinto FC,https://api.sofascore.com/api/v1/player/1871002/image,https://api.sofascore.com/api/v1/team/465299/image,Copa Ecuador,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/13684/image,0.7,ALTA
Edison Negueba,Maringá,Edison Negueba,Maringá FC,https://api.sofascore.com/api/v1/player/1200594/image,https://api.sofascore.com/api/v1/team/135324/image,Brasileirão Série C,Brazil,https://api.sofascore.com/api/v1/unique-tournament/1281/image,0.91,ALTA
Edmilson,Kairat,Edmilson,Kairat Almaty,https://api.sofascore.com/api/v1/player/1417710/image,https://api.sofascore.com/api/v1/team/5172/image,Kazakhstan Premier League,Kazakhstan,https://api.sofascore.com/api/v1/unique-tournament/682/image,0.91,ALTA
Edney,Portimonense,Edney Henrique,Portimonense SAD,https://api.sofascore.com/api/v1/player/1561865/image,https://api.sofascore.com/api/v1/team/3026/image,Liga Portugal 2,Portugal,https://api.sofascore.com/api/v1/unique-tournament/239/image,0.85,ALTA
Edrean,Sampaio Corrêa,Edrean,Moto Club,https://api.sofascore.com/api/v1/player/1019632/image,https://api.sofascore.com/api/v1/team/2009/image,Maranhense,Brazil,https://api.sofascore.com/api/v1/unique-tournament/11664/image,0.4,BAIXA_REVISAR
Edson,Gabès,Edson,ABC,https://api.sofascore.com/api/v1/player/578420/image,https://api.sofascore.com/api/v1/team/21838/image,"Potiguar, 1ª Divisão ",Brazil,https://api.sofascore.com/api/v1/unique-tournament/11663/image,0.4,BAIXA_REVISAR
Edson Carioca,Mirassol,Edson Carioca,Mirassol,https://api.sofascore.com/api/v1/player/1048612/image,https://api.sofascore.com/api/v1/team/21982/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,1.0,ALTA
Edson Felipe,ABC,Felipe,ABC de Paraipaba,https://api.sofascore.com/api/v1/player/1607930/image,https://api.sofascore.com/api/v1/team/498313/image,"Campeonato Paraipabense, 2ª Divisão",Brazil Amateur,https://api.sofascore.com/api/v1/unique-tournament/30204/image,0.85,ALTA
Edson Fernando,Karpaty,Edson Fernando,Karpaty Lviv,https://api.sofascore.com/api/v1/player/988779/image,https://api.sofascore.com/api/v1/team/3316/image,Ukrainian Premier League,Ukraine,https://api.sofascore.com/api/v1/unique-tournament/218/image,0.91,ALTA
Edson Lucas,Ferroviária,Edson Lucas,Ferroviária,https://api.sofascore.com/api/v1/player/1117470/image,https://api.sofascore.com/api/v1/team/35285/image,Brasileirão Série C,Brazil,https://api.sofascore.com/api/v1/unique-tournament/1281/image,1.0,ALTA
Edson Miranda,Athletic Club,Itsaso Miranda Aldosoro,Athletic Club,https://api.sofascore.com/api/v1/player/1892643/image,https://api.sofascore.com/api/v1/team/77877/image,Liga F Moeve,Spain,https://api.sofascore.com/api/v1/unique-tournament/1127/image,0.91,ALTA
Edu,Cuiabá,Eduardo Vinícius,Cuiabá U20,https://api.sofascore.com/api/v1/player/1632322/image,https://api.sofascore.com/api/v1/team/307234/image,U20 Campeonato Brasileiro,Brazil,https://api.sofascore.com/api/v1/unique-tournament/9233/image,0.51,MEDIA
Edu,Vitória,Edu,Vitória,https://api.sofascore.com/api/v1/player/989715/image,https://api.sofascore.com/api/v1/team/1962/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,1.0,ALTA
Eduardho Keder,União Santarém,,,,,,,,0.0,NAO_ENCONTRADO
Eduardo,CF Os Belenenses,Eduardo,Mirassol,https://api.sofascore.com/api/v1/player/76507/image,https://api.sofascore.com/api/v1/team/21982/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,0.4,BAIXA_REVISAR
Eduardo,Trindade,Eduardo,Trindade,https://api.sofascore.com/api/v1/player/1388864/image,https://api.sofascore.com/api/v1/team/32796/image,"Goiano, Divisão de Acesso",Brazil,https://api.sofascore.com/api/v1/unique-tournament/19220/image,1.0,ALTA
Eduardo,Criciúma,Eduardo Biasi,Criciúma,https://api.sofascore.com/api/v1/player/870800/image,https://api.sofascore.com/api/v1/team/1984/image,Brasileirão Série B,Brazil,https://api.sofascore.com/api/v1/unique-tournament/390/image,0.94,ALTA
Eduardo,Mirassol,Eduardo,Mirassol,https://api.sofascore.com/api/v1/player/76507/image,https://api.sofascore.com/api/v1/team/21982/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,1.0,ALTA
Eduardo,Floresta EC,Eduardo,Floresta,https://api.sofascore.com/api/v1/player/1523873/image,https://api.sofascore.com/api/v1/team/274286/image,Brasileirão Série C,Brazil,https://api.sofascore.com/api/v1/unique-tournament/1281/image,0.91,ALTA
Eduardo Ageu,Hearts,Eduardo Águila,Atlético San Luis,https://api.sofascore.com/api/v1/player/1392153/image,https://api.sofascore.com/api/v1/team/1950/image,"Liga MX, Clausura",Mexico,https://api.sofascore.com/api/v1/unique-tournament/11620/image,0.32,BAIXA_REVISAR
Eduardo Bauermann,Pachuca,Eduardo Bauermann,CF Pachuca,https://api.sofascore.com/api/v1/player/358530/image,https://api.sofascore.com/api/v1/team/1936/image,"Liga MX, Clausura",Mexico,https://api.sofascore.com/api/v1/unique-tournament/11620/image,0.91,ALTA
Eduardo Brock,Grêmio Novorizontino,Eduardo Brock,Grêmio Novorizontino,https://api.sofascore.com/api/v1/player/866775/image,https://api.sofascore.com/api/v1/team/135514/image,Brasileirão Série B,Brazil,https://api.sofascore.com/api/v1/unique-tournament/390/image,1.0,ALTA
Eduardo Doma,Chapecoense,Eduardo Doma,Chapecoense,https://api.sofascore.com/api/v1/player/1122967/image,https://api.sofascore.com/api/v1/team/21845/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,1.0,ALTA
Eduardo Mancha,Buriram United,Eduardo Mancha,Buriram United,https://api.sofascore.com/api/v1/player/939351/image,https://api.sofascore.com/api/v1/team/34218/image,Thai League 1,Thailand,https://api.sofascore.com/api/v1/unique-tournament/1032/image,1.0,ALTA
Eduardo Nardini,Botafogo PB,Eduardo Nardini,Botafogo-PB,https://api.sofascore.com/api/v1/player/973875/image,https://api.sofascore.com/api/v1/team/49196/image,Brasileirão Série C,Brazil,https://api.sofascore.com/api/v1/unique-tournament/1281/image,0.4,BAIXA_REVISAR
Eduardo Sasha,Red Bull Bragantino,Eduardo Sasha,Red Bull Bragantino,https://api.sofascore.com/api/v1/player/143846/image,https://api.sofascore.com/api/v1/team/1999/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,1.0,ALTA
Eduardo Souza,União Santarém,Eduardo Souza,UD Santarém,https://api.sofascore.com/api/v1/player/1417711/image,https://api.sofascore.com/api/v1/team/324377/image,Liga 3,Portugal,https://api.sofascore.com/api/v1/unique-tournament/17101/image,0.7,ALTA
Edwin Herrera,Junior,Edwin Herrera,Junior Barranquilla,https://api.sofascore.com/api/v1/player/931354/image,https://api.sofascore.com/api/v1/team/6105/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.91,ALTA
Eguinaldo,Shakhtar Donetsk,Eguinaldo,Shakhtar Donetsk,https://api.sofascore.com/api/v1/player/1390545/image,https://api.sofascore.com/api/v1/team/3313/image,Ukrainian Premier League,Ukraine,https://api.sofascore.com/api/v1/unique-tournament/218/image,1.0,ALTA
Élber,Kashima Antlers,Élber,Kashima Antlers,https://api.sofascore.com/api/v1/player/243413/image,https://api.sofascore.com/api/v1/team/3134/image,J1 League,Japan,https://api.sofascore.com/api/v1/unique-tournament/196/image,1.0,ALTA
Elias,Sukhothai,Elias Achouri,FC København,https://api.sofascore.com/api/v1/player/945204/image,https://api.sofascore.com/api/v1/team/1284/image,Danish Superliga,Denmark,https://api.sofascore.com/api/v1/unique-tournament/39/image,0.34,BAIXA_REVISAR
Elias Lira,Vila Nova,Rhuan Lima,Vila Nova,https://api.sofascore.com/api/v1/player/2206682/image,https://api.sofascore.com/api/v1/team/1112520/image,Supercopa Malibu do Gás,Brazil Amateur,https://api.sofascore.com/api/v1/unique-tournament/28358/image,0.6,MEDIA
Elias,Kolos Kovalivka,Elias Telles,Kolos Kovalivka,https://api.sofascore.com/api/v1/player/981419/image,https://api.sofascore.com/api/v1/team/200776/image,Ukrainian Premier League,Ukraine,https://api.sofascore.com/api/v1/unique-tournament/218/image,0.94,ALTA
Elias Franco,CSKA 1948 Sofia,Elias Franco,FC CSKA 1948 Sofia,https://api.sofascore.com/api/v1/player/1162049/image,https://api.sofascore.com/api/v1/team/252080/image,Parva Liga,Bulgaria,https://api.sofascore.com/api/v1/unique-tournament/247/image,0.91,ALTA
Elias Manoel,Santa Clara,Elias Manoel,Santa Clara,https://api.sofascore.com/api/v1/player/1066681/image,https://api.sofascore.com/api/v1/team/3011/image,Liga Portugal Betclic,Portugal,https://api.sofascore.com/api/v1/unique-tournament/238/image,1.0,ALTA
Elionay,Hamrun Spartans,Elionay Freitas da Silva,Ħamrun Spartans FC,https://api.sofascore.com/api/v1/player/1632433/image,https://api.sofascore.com/api/v1/team/33583/image,YoHealth Malta Premier,Malta,https://api.sofascore.com/api/v1/unique-tournament/629/image,0.51,MEDIA
Elkin Muñoz,Juventus,Elkin Muñoz,Juventus-SP,https://api.sofascore.com/api/v1/player/1804674/image,https://api.sofascore.com/api/v1/team/6960/image,"Paulista, Série A2",Brazil,https://api.sofascore.com/api/v1/unique-tournament/1234/image,0.91,ALTA
Elsinho,Chennaiyin FC,Elsinho,Chennaiyin FC,https://api.sofascore.com/api/v1/player/885356/image,https://api.sofascore.com/api/v1/team/174590/image,Indian Super League,India,https://api.sofascore.com/api/v1/unique-tournament/1900/image,1.0,ALTA
Elzio Lohan,Xorazm,Elzio Lohan Alves Lucio,PFK Xorazm,https://api.sofascore.com/api/v1/player/2235516/image,https://api.sofascore.com/api/v1/team/40260/image,Uzbekistan Super League,Uzbekistan,https://api.sofascore.com/api/v1/unique-tournament/772/image,0.85,ALTA
Emanuel Olivera,Santa Fe,Emanuel Olivera,Independiente Santa Fe,https://api.sofascore.com/api/v1/player/129500/image,https://api.sofascore.com/api/v1/team/6116/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.91,ALTA
Emerson Negueba,Cuiabá,,,,,,,,0.0,NAO_ENCONTRADO
Emerson Royal,Flamengo,Emerson Royal,Flamengo,https://api.sofascore.com/api/v1/player/856123/image,https://api.sofascore.com/api/v1/team/5981/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,1.0,ALTA
Emerson Santos,América Mineiro,Emerson Santos,América Mineiro,https://api.sofascore.com/api/v1/player/844015/image,https://api.sofascore.com/api/v1/team/1973/image,Brasileirão Série B,Brazil,https://api.sofascore.com/api/v1/unique-tournament/390/image,1.0,ALTA
Emersonn,Toulouse,Emersonn,Toulouse,https://api.sofascore.com/api/v1/player/1128844/image,https://api.sofascore.com/api/v1/team/1681/image,Ligue 1,France,https://api.sofascore.com/api/v1/unique-tournament/34/image,1.0,ALTA
Enio,Chapecoense,Ênio,Chapecoense,https://api.sofascore.com/api/v1/player/1015935/image,https://api.sofascore.com/api/v1/team/21845/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,1.0,ALTA
Enner Valencia,Pachuca,Enner Valencia,CF Pachuca,https://api.sofascore.com/api/v1/player/106456/image,https://api.sofascore.com/api/v1/team/1936/image,"Liga MX, Clausura",Mexico,https://api.sofascore.com/api/v1/unique-tournament/11620/image,0.91,ALTA
Enric Saborit,AEK Larnaca,Enric Saborit,AEK Larnaca,https://api.sofascore.com/api/v1/player/253303/image,https://api.sofascore.com/api/v1/team/3404/image,Cyprus League by Stoiximan,Cyprus,https://api.sofascore.com/api/v1/unique-tournament/171/image,1.0,ALTA
Eric,Ceará,Eric Melo,Ceará,https://api.sofascore.com/api/v1/player/2443036/image,https://api.sofascore.com/api/v1/team/2001/image,Brasileirão Série B,Brazil,https://api.sofascore.com/api/v1/unique-tournament/390/image,0.94,ALTA
Eric Ramires,Red Bull Bragantino,Eric Ramires,Red Bull Bragantino,https://api.sofascore.com/api/v1/player/950545/image,https://api.sofascore.com/api/v1/team/1999/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,1.0,ALTA
Erick,Vitória,Erick,Vitória,https://api.sofascore.com/api/v1/player/895650/image,https://api.sofascore.com/api/v1/team/1962/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,1.0,ALTA
Erick,Bahia,Erick,Bahia,https://api.sofascore.com/api/v1/player/874063/image,https://api.sofascore.com/api/v1/team/1955/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,1.0,ALTA
Erick,Cercle Brugge,Erick Nunes,Cercle Brugge,https://api.sofascore.com/api/v1/player/1894087/image,https://api.sofascore.com/api/v1/team/2929/image,Pro League,Belgium,https://api.sofascore.com/api/v1/unique-tournament/38/image,0.94,ALTA
Erick Farias,Ulsan Hyundai,Erick Farias,Ulsan HD,https://api.sofascore.com/api/v1/player/927667/image,https://api.sofascore.com/api/v1/team/7653/image,K League 1,South Korea,https://api.sofascore.com/api/v1/unique-tournament/410/image,0.6,MEDIA
Erick Marcus,Ludogorets,Erick Marcus,Ludogorets,https://api.sofascore.com/api/v1/player/1403439/image,https://api.sofascore.com/api/v1/team/43840/image,Parva Liga,Bulgaria,https://api.sofascore.com/api/v1/unique-tournament/247/image,1.0,ALTA
