Jogador,Equipa_CSV,Jogador_Sofascore,Equipa_Sofascore,Foto_Jogador_URL,Escudo_Clube_URL,Liga,Pais_Liga,Logo_Liga_URL,Match_Score,Qualidade_Match
J. León,Delfin,Abraham de León,Delfines del Este FC,https://api.sofascore.com/api/v1/player/1486578/image,https://api.sofascore.com/api/v1/team/321876/image,Liga Dominicana de Fútbol,Dominican Republic,https://api.sofascore.com/api/v1/unique-tournament/20209/image,0.83,ALTA
J. Lerma,Unión Magdalena,Jhon Lerma,Unión Magdalena,https://api.sofascore.com/api/v1/player/1414729/image,https://api.sofascore.com/api/v1/team/89376/image,Categoría Primera B,Colombia,https://api.sofascore.com/api/v1/unique-tournament/1238/image,0.94,ALTA
J. Lerma,Independiente del Valle U18,Justin Lerma,Independiente del Valle,https://api.sofascore.com/api/v1/player/1836843/image,https://api.sofascore.com/api/v1/team/39723/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
J. Lind,Hobro,Jonathan Lind,Hobro,https://api.sofascore.com/api/v1/player/1653774/image,https://api.sofascore.com/api/v1/team/1392/image,Betinia Liga,Denmark,https://api.sofascore.com/api/v1/unique-tournament/47/image,0.94,ALTA
J. López,Defensa y Justicia,Julián López,Defensa y Justicia,https://api.sofascore.com/api/v1/player/922455/image,https://api.sofascore.com/api/v1/team/36839/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
J. Lucero,Fortaleza,Samuel Lucero,Defensa y Justicia,https://api.sofascore.com/api/v1/player/2031183/image,https://api.sofascore.com/api/v1/team/36839/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.34,BAIXA_REVISAR
J. Lucumí,América de Cali,Jan Lucumí,América de Cali,https://api.sofascore.com/api/v1/player/1175135/image,https://api.sofascore.com/api/v1/team/6102/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
J. Ludueña,Unión Santa Fe,Juan Pablo Ludueña,Club Atlético Unión de Santa Fe,https://api.sofascore.com/api/v1/player/1392241/image,https://api.sofascore.com/api/v1/team/3204/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.92,ALTA
J. Lugo,Vinotinto de Ecuador,José Lugo,Vinotinto FC,https://api.sofascore.com/api/v1/player/1011440/image,https://api.sofascore.com/api/v1/team/465299/image,Copa Ecuador,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/13684/image,0.64,MEDIA
J. Luna,Wanderers,Jorge Luna,Santiago Wanderers,https://api.sofascore.com/api/v1/player/249325/image,https://api.sofascore.com/api/v1/team/3150/image,Liga de Ascenso,Chile,https://api.sofascore.com/api/v1/unique-tournament/1240/image,0.85,ALTA
J. Malagón,Once Caldas,Jerson Malagón,No team,https://api.sofascore.com/api/v1/player/339393/image,https://api.sofascore.com/api/v1/team/241802/image,,,,0.34,BAIXA_REVISAR
J. Malanga,Elversberg,Jarzinho Malanga,SV 07 Elversberg,https://api.sofascore.com/api/v1/player/1418665/image,https://api.sofascore.com/api/v1/team/2598/image,2. Bundesliga,Germany,https://api.sofascore.com/api/v1/unique-tournament/44/image,0.85,ALTA
J. Marabel,Sarmiento,Junior Marabel,Sarmiento,https://api.sofascore.com/api/v1/player/1085452/image,https://api.sofascore.com/api/v1/team/42338/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
J. Marrufo,Macará,José Luis Marrufo,Macará,https://api.sofascore.com/api/v1/player/359108/image,https://api.sofascore.com/api/v1/team/6001/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.92,ALTA
J. Martínez,Fortaleza,Jader Martínez,Fortaleza FC,https://api.sofascore.com/api/v1/player/1628440/image,https://api.sofascore.com/api/v1/team/89368/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Martínez,Deportivo Cali,Johan Martínez,Deportivo Cali,https://api.sofascore.com/api/v1/player/1904868/image,https://api.sofascore.com/api/v1/team/6112/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
J. Martínez,Corinthians,Miguel França Martinez,Corinthians U19,https://api.sofascore.com/api/v1/player/2005350/image,https://api.sofascore.com/api/v1/team/312802/image,CBI U19,Brazil,https://api.sofascore.com/api/v1/unique-tournament/23799/image,0.83,ALTA
J. Martínez,Universidad Católica,Jimmy Martínez,Universidad Católica,https://api.sofascore.com/api/v1/player/588796/image,https://api.sofascore.com/api/v1/team/3151/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
J. Marulanda,Fortaleza,Jonathan Marulanda,Fortaleza FC,https://api.sofascore.com/api/v1/player/925373/image,https://api.sofascore.com/api/v1/team/89368/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Mavilla,Belgrano,Julián Mavilla,Club Atlético Belgrano,https://api.sofascore.com/api/v1/player/1650569/image,https://api.sofascore.com/api/v1/team/3203/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.85,ALTA
J. Maya,Kryvbas KR,Jhoel Maya,FC Kryvbas Kryvyi Rih,https://api.sofascore.com/api/v1/player/1818735/image,https://api.sofascore.com/api/v1/team/294048/image,Ukrainian Premier League,Ukraine,https://api.sofascore.com/api/v1/unique-tournament/218/image,0.85,ALTA
J. Medina,LDU Quito,Jefferson Medina,LDU Quito U20,https://api.sofascore.com/api/v1/player/2492004/image,https://api.sofascore.com/api/v1/team/406009/image,,,,0.85,ALTA
J. Medranda,Al Mosul,Jhostin Medranda,Al Mosul SC,https://api.sofascore.com/api/v1/player/1130645/image,https://api.sofascore.com/api/v1/team/934583/image,Iraq Stars League,Iraq,https://api.sofascore.com/api/v1/unique-tournament/24040/image,0.85,ALTA
J. Meli,Godoy Cruz,Juan Meli,No team,https://api.sofascore.com/api/v1/player/1087034/image,https://api.sofascore.com/api/v1/team/241802/image,,,,0.34,BAIXA_REVISAR
J. Mena,Águilas Doradas,Javier Mena,Rionegro Águilas Doradas,https://api.sofascore.com/api/v1/player/1804956/image,https://api.sofascore.com/api/v1/team/48244/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Mena,Atlético Bucaramanga,Jefferson Mena,Atlético Bucaramanga,https://api.sofascore.com/api/v1/player/355850/image,https://api.sofascore.com/api/v1/team/6103/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
J. Méndez,Independiente del Valle,Jhegson Méndez,Independiente del Valle,https://api.sofascore.com/api/v1/player/590150/image,https://api.sofascore.com/api/v1/team/39723/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Méndez,Rangers de Talca U20,Jhegson Méndez,Independiente del Valle,https://api.sofascore.com/api/v1/player/590150/image,https://api.sofascore.com/api/v1/team/39723/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.34,BAIXA_REVISAR
J. Méndez,Deportivo Pasto,John Méndez,Deportivo Pasto,https://api.sofascore.com/api/v1/player/1157702/image,https://api.sofascore.com/api/v1/team/6113/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
J. Méndez,Colo Colo,Javier Méndez,Colo-Colo,https://api.sofascore.com/api/v1/player/924858/image,https://api.sofascore.com/api/v1/team/3155/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.34,BAIXA_REVISAR
J. Mendoza Valencia,Athletico Paranaense,,,,,,,,0.0,NAO_ENCONTRADO
J. Mera,Tolima,Juan Mera,Deportes Tolima,https://api.sofascore.com/api/v1/player/1116611/image,https://api.sofascore.com/api/v1/team/6111/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Mercado,Unión Magdalena,José Mercado,Unión Magdalena,https://api.sofascore.com/api/v1/player/1201151/image,https://api.sofascore.com/api/v1/team/89376/image,Categoría Primera B,Colombia,https://api.sofascore.com/api/v1/unique-tournament/1238/image,0.94,ALTA
J. Merlo,Gimnasia La Plata,Jeremías Merlo,Gimnasia y Esgrima,https://api.sofascore.com/api/v1/player/1893228/image,https://api.sofascore.com/api/v1/team/3205/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.49,BAIXA_REVISAR
J. Micolta,Deportivo Pasto,Joider Micolta,Deportivo Pasto,https://api.sofascore.com/api/v1/player/1173952/image,https://api.sofascore.com/api/v1/team/6113/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
J. Millán,Danubio,Juan Millán,Danubio,https://api.sofascore.com/api/v1/player/1091376/image,https://api.sofascore.com/api/v1/team/3228/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.94,ALTA
J. Millán,Nacional,Julián Millán,Fluminense,https://api.sofascore.com/api/v1/player/839085/image,https://api.sofascore.com/api/v1/team/1961/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,0.34,BAIXA_REVISAR
J. Mina,Barcelona SC,Jonnathan Mina,Barcelona SC Guayaquil,https://api.sofascore.com/api/v1/player/1019932/image,https://api.sofascore.com/api/v1/team/5250/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
J. Mina,Aucas,Jonathan Mina,Aucas,https://api.sofascore.com/api/v1/player/2060765/image,https://api.sofascore.com/api/v1/team/5249/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Mina,Manta,Jeremy Mina,Manta FC,https://api.sofascore.com/api/v1/player/1116363/image,https://api.sofascore.com/api/v1/team/33561/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
J. Mina,Internacional Palmira,Jaison Mina,Internacional de Palmira,https://api.sofascore.com/api/v1/player/1174007/image,https://api.sofascore.com/api/v1/team/39866/image,Categoría Primera B,Colombia,https://api.sofascore.com/api/v1/unique-tournament/1238/image,0.94,ALTA
J. Miritello,Defensa y Justicia,Juan Miritello,Fortaleza,https://api.sofascore.com/api/v1/player/1003721/image,https://api.sofascore.com/api/v1/team/2020/image,Brasileirão Série B,Brazil,https://api.sofascore.com/api/v1/unique-tournament/390/image,0.34,BAIXA_REVISAR
J. Mohor,Macará,Jordán Mohor,Macará,https://api.sofascore.com/api/v1/player/1109882/image,https://api.sofascore.com/api/v1/team/6001/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Mohor Mina,Universidad Católica,Jackson Aníbal Mohor Mina,Universidad Católica del Ecuador U20,https://api.sofascore.com/api/v1/player/2500775/image,https://api.sofascore.com/api/v1/team/1173099/image,,,,0.85,ALTA
J. Molina,Boyacá Chicó,Jairo Molina,Boyacá Chicó FC,https://api.sofascore.com/api/v1/player/247931/image,https://api.sofascore.com/api/v1/team/6107/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Monaga,Atlético Santo Domingo,,,,,,,,0.0,NAO_ENCONTRADO
J. Montecinos,Deportes Limache,Joaquín Montecinos,Deportes Limache,https://api.sofascore.com/api/v1/player/986599/image,https://api.sofascore.com/api/v1/team/331131/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
J. Morales,Barracas Central,Gonzalo Javier Morales,Barracas Central,https://api.sofascore.com/api/v1/player/1410399/image,https://api.sofascore.com/api/v1/team/65668/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.92,ALTA
J. Morales,Comunicaciones,Janpol Morales,Comunicaciones FC,https://api.sofascore.com/api/v1/player/905554/image,https://api.sofascore.com/api/v1/team/7024/image,"Liga Nacional de Fútbol de Guatemala, Clausura",Guatemala,https://api.sofascore.com/api/v1/unique-tournament/11615/image,0.85,ALTA
J. Morán,Godoy Cruz,Juan Moran,Godoy Cruz,https://api.sofascore.com/api/v1/player/1941314/image,https://api.sofascore.com/api/v1/team/6074/image,Primera Nacional,Argentina,https://api.sofascore.com/api/v1/unique-tournament/703/image,0.94,ALTA
J. Moreno,Deportivo Cali,José Moreno,Deportivo Cali,https://api.sofascore.com/api/v1/player/1994826/image,https://api.sofascore.com/api/v1/team/6112/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
J. Mosqueira,Tigre,Joaquin Mosqueira,Tigre,https://api.sofascore.com/api/v1/player/1464852/image,https://api.sofascore.com/api/v1/team/7628/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
J. Mosquera,Atlético Bucaramanga,Juan Mosquera,Atlético Bucaramanga,https://api.sofascore.com/api/v1/player/1174008/image,https://api.sofascore.com/api/v1/team/6103/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
J. Mosquera,Newell's Old Boys,Jherson Mosquera,Newell's Old Boys,https://api.sofascore.com/api/v1/player/1015662/image,https://api.sofascore.com/api/v1/team/3212/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
J. Moya,Everton,Joaquín Moya,Everton de Viña del Mar,https://api.sofascore.com/api/v1/player/951270/image,https://api.sofascore.com/api/v1/team/5032/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.85,ALTA
J. Moya,Deportivo Pereira,Jonathan Moya,Al Bukayriyah,https://api.sofascore.com/api/v1/player/797176/image,https://api.sofascore.com/api/v1/team/306937/image,Saudi 1st Division,Saudi Arabia,https://api.sofascore.com/api/v1/unique-tournament/2120/image,0.34,BAIXA_REVISAR
J. Muñoz,Alianza,Jesús Muñoz,Alianza Valledupar FC,https://api.sofascore.com/api/v1/player/1189991/image,https://api.sofascore.com/api/v1/team/504899/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Muñoz,Alianza,Jesús Muñoz,Alianza Valledupar FC,https://api.sofascore.com/api/v1/player/1189991/image,https://api.sofascore.com/api/v1/team/504899/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Murillo,América de Cali,Jhon Murillo,América de Cali,https://api.sofascore.com/api/v1/player/796929/image,https://api.sofascore.com/api/v1/team/6102/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
J. Murillo,Unión Magdalena,David Murillo,Unión Magdalena,https://api.sofascore.com/api/v1/player/805277/image,https://api.sofascore.com/api/v1/team/89376/image,Categoría Primera B,Colombia,https://api.sofascore.com/api/v1/unique-tournament/1238/image,0.94,ALTA
J. Nardoni,Racing Club,Juan Nardoni,Grêmio,https://api.sofascore.com/api/v1/player/989862/image,https://api.sofascore.com/api/v1/team/5926/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,0.34,BAIXA_REVISAR
J. Nazareno,Técnico Universitario,Nazareno Fúnez,San Martín de San Juan,https://api.sofascore.com/api/v1/player/1117089/image,https://api.sofascore.com/api/v1/team/7772/image,Primera Nacional,Argentina,https://api.sofascore.com/api/v1/unique-tournament/703/image,0.34,BAIXA_REVISAR
J. Nazareno,Manta,Juan Nazareno,Manta FC,https://api.sofascore.com/api/v1/player/822719/image,https://api.sofascore.com/api/v1/team/33561/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
J. Neris,Colón,José Neris,Emelec,https://api.sofascore.com/api/v1/player/874567/image,https://api.sofascore.com/api/v1/team/5255/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.34,BAIXA_REVISAR
J. Nieto,Tolima,Juan Pablo Nieto,Deportes Tolima,https://api.sofascore.com/api/v1/player/338861/image,https://api.sofascore.com/api/v1/team/6111/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.83,ALTA
J. Novillo,Paysandu,Joaquín Novillo,Aldosivi,https://api.sofascore.com/api/v1/player/966531/image,https://api.sofascore.com/api/v1/team/36836/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.34,BAIXA_REVISAR
J. O'Neill,Boston River,Jairo O'Neil,Boston River,https://api.sofascore.com/api/v1/player/1112897/image,https://api.sofascore.com/api/v1/team/174970/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.6,MEDIA
J. Obregón,Águilas Doradas,Jorge Obregón,Rionegro Águilas Doradas,https://api.sofascore.com/api/v1/player/824165/image,https://api.sofascore.com/api/v1/team/48244/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Ojeda,Boyacá Chicó,Andrea Ojeda,Boca Juniors,https://api.sofascore.com/api/v1/player/28438/image,https://api.sofascore.com/api/v1/team/262935/image,Campeonato de Fútbol Femenino,Argentina,https://api.sofascore.com/api/v1/unique-tournament/10495/image,0.34,BAIXA_REVISAR
J. Ontaneda,Aucas,Jhon Ontaneda,Aucas,https://api.sofascore.com/api/v1/player/989402/image,https://api.sofascore.com/api/v1/team/5249/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Ordoñez,Deportivo Cuenca,Jorge Ordóñez,Deportivo Cuenca,https://api.sofascore.com/api/v1/player/869786/image,https://api.sofascore.com/api/v1/team/5251/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Ortiz,Medellín,José Ortiz,Independiente Medellín,https://api.sofascore.com/api/v1/player/905614/image,https://api.sofascore.com/api/v1/team/6115/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Ortíz,Manta,Juan Ortíz,Manta FC,https://api.sofascore.com/api/v1/player/2044319/image,https://api.sofascore.com/api/v1/team/33561/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
J. Palacios,Unión Santa Fe,Julián Palacios,Club Atlético Unión de Santa Fe,https://api.sofascore.com/api/v1/player/1005177/image,https://api.sofascore.com/api/v1/team/3204/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
J. Palacios,Orenburg,Jhon Palacios,Orenburg,https://api.sofascore.com/api/v1/player/1130027/image,https://api.sofascore.com/api/v1/team/24118/image,Russian Premier League,Russia,https://api.sofascore.com/api/v1/unique-tournament/203/image,0.94,ALTA
J. Palacios,América de Cali,J Palacios,América de Cali,https://api.sofascore.com/api/v1/player/2008386/image,https://api.sofascore.com/api/v1/team/6102/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,1.0,ALTA
J. Palacios,Envigado,Julián Palacios,Envigado FC,https://api.sofascore.com/api/v1/player/1113527/image,https://api.sofascore.com/api/v1/team/6114/image,Categoría Primera B,Colombia,https://api.sofascore.com/api/v1/unique-tournament/1238/image,0.85,ALTA
J. Palma,Emelec,Josue Palma,Emelec,https://api.sofascore.com/api/v1/player/2174791/image,https://api.sofascore.com/api/v1/team/5255/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Palomino,Talleres Córdoba,José Luis Palomino,CA Talleres,https://api.sofascore.com/api/v1/player/79680/image,https://api.sofascore.com/api/v1/team/3210/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.62,MEDIA
J. Parrales,Delfin,Jerry Parrales,Delfín,https://api.sofascore.com/api/v1/player/1466377/image,https://api.sofascore.com/api/v1/team/213638/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Patiño,Nacional,Daniel Patino,El Nacional,https://api.sofascore.com/api/v1/player/922095/image,https://api.sofascore.com/api/v1/team/5254/image,LigaPro Serie B,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/10240/image,0.85,ALTA
J. Peñarrieta,Manta,Justin Peñarrieta,Manta FC,https://api.sofascore.com/api/v1/player/2024897/image,https://api.sofascore.com/api/v1/team/33561/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
J. Pereira,Millonarios,Juan Pereira,Millonarios,https://api.sofascore.com/api/v1/player/974041/image,https://api.sofascore.com/api/v1/team/6117/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
J. Pérez Tica,Delfin,Sgaria Ricardo Ortigao De Olivera,ASD Folgore Delfino Curi Pescara,https://api.sofascore.com/api/v1/player/2471013/image,https://api.sofascore.com/api/v1/team/378964/image,Eccellenza Abruzzo,Italy Amateur,https://api.sofascore.com/api/v1/unique-tournament/16788/image,0.51,MEDIA
J. Pestaña,Junior,Jean Carlos Pestaña,Junior Barranquilla,https://api.sofascore.com/api/v1/player/882658/image,https://api.sofascore.com/api/v1/team/6105/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.83,ALTA
J. Pimentel,Boyacá Chicó,Jacobo Pimentel,Boyacá Chicó FC,https://api.sofascore.com/api/v1/player/1017237/image,https://api.sofascore.com/api/v1/team/6107/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Pineda,Águilas Doradas,Jaen Pineda,Rionegro Águilas Doradas,https://api.sofascore.com/api/v1/player/935690/image,https://api.sofascore.com/api/v1/team/48244/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Pintado,Gimnasia La Plata,Juan Pintado,Nacional,https://api.sofascore.com/api/v1/player/805330/image,https://api.sofascore.com/api/v1/team/3230/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.34,BAIXA_REVISAR
J. Piquerez,Palmeiras,Joaquín Piquerez,Palmeiras,https://api.sofascore.com/api/v1/player/881110/image,https://api.sofascore.com/api/v1/team/1963/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,0.94,ALTA
J. Polo,Delfin,Jesus Polo,Delfín,https://api.sofascore.com/api/v1/player/1482443/image,https://api.sofascore.com/api/v1/team/213638/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Pombo,Independiente del Valle,Joaquin Pombo,Independiente del Valle,https://api.sofascore.com/api/v1/player/1096251/image,https://api.sofascore.com/api/v1/team/39723/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Ponguillo,Técnico Universitario,Jordan Ponguillo,Técnico Universitario,https://api.sofascore.com/api/v1/player/1108523/image,https://api.sofascore.com/api/v1/team/21941/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Portilla,Athletico Paranaense,Juan Portilla,No team,https://api.sofascore.com/api/v1/player/973673/image,https://api.sofascore.com/api/v1/team/241802/image,,,,0.34,BAIXA_REVISAR
J. Portillo,River Plate,Juan Portillo,River Plate,https://api.sofascore.com/api/v1/player/1087037/image,https://api.sofascore.com/api/v1/team/3211/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
J. Puente,El Nacional,José Puente,El Nacional,https://api.sofascore.com/api/v1/player/2009079/image,https://api.sofascore.com/api/v1/team/5254/image,LigaPro Serie B,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/10240/image,0.94,ALTA
J. Quejada Mena,Envigado,Brayan Andrés Quejada Mena,Internacional de Palmira,https://api.sofascore.com/api/v1/player/2040246/image,https://api.sofascore.com/api/v1/team/39866/image,Categoría Primera B,Colombia,https://api.sofascore.com/api/v1/unique-tournament/1238/image,0.34,BAIXA_REVISAR
J. Quiceno,Boyacá Chicó,Juan Quiceno,Boyacá Chicó FC,https://api.sofascore.com/api/v1/player/1845285/image,https://api.sofascore.com/api/v1/team/6107/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Quiñones,Mushuc Runa,José Luis Quiñones,Mushuc Runa SC,https://api.sofascore.com/api/v1/player/1479175/image,https://api.sofascore.com/api/v1/team/134976/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.83,ALTA
J. Quiñónes,Once Caldas,Jader Quinones,Once Caldas,https://api.sofascore.com/api/v1/player/1129437/image,https://api.sofascore.com/api/v1/team/6118/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
J. Quiñónes,Deportivo Cali,Julián Quiñones,Deportivo Cali,https://api.sofascore.com/api/v1/player/125910/image,https://api.sofascore.com/api/v1/team/6112/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
J. Quiñonez,Emelec,Jean Quiñonez,Emelec,https://api.sofascore.com/api/v1/player/1089685/image,https://api.sofascore.com/api/v1/team/5255/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Quiñonez,Real Oruro,Joao Quinonez,CDT Real Oruro,https://api.sofascore.com/api/v1/player/2030638/image,https://api.sofascore.com/api/v1/team/423186/image,División Profesional,Bolivia,https://api.sofascore.com/api/v1/unique-tournament/16736/image,0.85,ALTA
J. Quiñónez,Guayaquil City,Joshue Quinonez,Guayaquil City,https://api.sofascore.com/api/v1/player/1002950/image,https://api.sofascore.com/api/v1/team/188850/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Quiñónez,Barcelona SC,Jhonny Quiñónez,Barcelona SC Guayaquil,https://api.sofascore.com/api/v1/player/881847/image,https://api.sofascore.com/api/v1/team/5250/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
J. Quintana,River Plate,Facundo Quintana,Defensa y Justicia Reserve,https://api.sofascore.com/api/v1/player/1835743/image,https://api.sofascore.com/api/v1/team/240767/image,Campeonato de Reserva de Primera División,Argentina,https://api.sofascore.com/api/v1/unique-tournament/18817/image,0.34,BAIXA_REVISAR
J. Quintero,River Plate,Juan Fernando Quintero,River Plate,https://api.sofascore.com/api/v1/player/221162/image,https://api.sofascore.com/api/v1/team/3211/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.92,ALTA
J. Quintero,LDU Quito,José Quintero,LDU,https://api.sofascore.com/api/v1/player/805485/image,https://api.sofascore.com/api/v1/team/5257/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
